"transaction_id";"transaction_date";"guest_id";"room_number";"outlet";"charge_amount"
"FB001695";"2026-06-20";"G01271";323;"Restaurant & Bar";52.0
"FB001696";"2026-06-23";"G01271";323;"Breakfast";12.0
"FB001697";"2026-02-18";"G01272";112;"Restaurant & Bar";52.0
"FB001698";"2026-02-21";"G01272";112;"Breakfast";32.0
"FB001699";"2026-02-19";"G01272";112;"Restaurant & Bar";53.0
"FB001700";"2026-03-11";"G01274";514;"Breakfast";32.0
"FB001701";"2026-03-12";"G01274";514;"Breakfast";34.0
"FB001702";"2026-03-13";"G01274";514;"Restaurant & Bar";70.0
"FB001703";"2026-01-21";"G01275";218;"Restaurant & Bar";67.0
"FB001704";"2026-01-19";"G01275";218;"Room Service";83.0
"FB001705";"2026-01-20";"G01275";218;"Restaurant & Bar";59.0
"FB001706";"2026-06-19";"G01277";318;"Restaurant & Bar";91.0
"FB001707";"2026-06-20";"G01277";318;"Restaurant & Bar";96.0
"FB001708";"2026-06-12";"G01278";203;"Breakfast";31.0
"FB001709";"2026-06-11";"G01278";203;"Breakfast";12.0
"FB001710";"2026-05-11";"G01279";426;"Restaurant & Bar";86.0
"FB001711";"2026-05-12";"G01279";426;"Restaurant & Bar";97.0
"FB001712";"2026-03-06";"G01281";121;"Restaurant & Bar";56.0
"FB001713";"2026-06-06";"G01286";133;"Room Service";52.0
"FB001714";"2026-06-03";"G01286";133;"Breakfast";14.0
"FB001715";"2026-03-15";"G01288";423;"Restaurant & Bar";76.0
"FB001716";"2026-03-16";"G01288";423;"Room Service";22.0
"FB001717";"2026-01-26";"G01290";313;"Restaurant & Bar";47.0
"FB001718";"2026-01-25";"G01290";313;"Restaurant & Bar";66.0
"FB001719";"2026-01-25";"G01290";313;"Restaurant & Bar";102.0
"FB001720";"2026-01-26";"G01290";313;"Room Service";16.0
"FB001721";"2026-01-26";"G01290";313;"Breakfast";26.0
"FB001722";"2026-02-10";"G01291";518;"Room Service";48.0
"FB001723";"2026-02-08";"G01291";518;"Breakfast";10.0
"FB001724";"2026-02-09";"G01291";518;"Breakfast";13.0
"FB001725";"2026-02-10";"G01291";518;"Restaurant & Bar";101.0
"FB001726";"2026-05-08";"G01292";414;"Restaurant & Bar";76.0
"FB001727";"2026-05-09";"G01292";414;"Breakfast";21.0
"FB001728";"2026-05-09";"G01292";414;"Room Service";30.0
"FB001729";"2026-05-10";"G01292";414;"Room Service";56.0
"FB001730";"2026-05-09";"G01292";414;"Breakfast";30.0
"FB001731";"2026-02-06";"G01293";319;"Breakfast";26.0
"FB001732";"2026-04-15";"G01294";402;"Restaurant & Bar";81.0
"FB001733";"2026-04-09";"G01294";402;"Restaurant & Bar";62.0
"FB001734";"2026-04-14";"G01294";402;"Room Service";38.0
"FB001735";"2026-06-16";"G01296";115;"Breakfast";18.0
"FB001736";"2026-03-20";"G01297";301;"Restaurant & Bar";87.0
"FB001737";"2026-03-20";"G01297";301;"Restaurant & Bar";21.0
"FB001738";"2026-05-30";"G01299";232;"Restaurant & Bar";70.0
"FB001739";"2026-05-31";"G01299";232;"Breakfast";34.0
"FB001740";"2026-01-26";"G01300";222;"Room Service";16.0
"FB001741";"2026-05-11";"G01301";117;"Restaurant & Bar";82.0
"FB001742";"2026-02-13";"G01304";131;"Restaurant & Bar";24.0
"FB001743";"2026-02-13";"G01304";131;"Room Service";23.0
"FB001744";"2026-04-26";"G01307";104;"Restaurant & Bar";84.0
"FB001745";"2026-04-29";"G01307";104;"Restaurant & Bar";22.0
"FB001746";"2026-02-24";"G01308";318;"Room Service";59.0
"FB001747";"2026-02-24";"G01308";318;"Breakfast";20.0
"FB001748";"2026-01-26";"G01311";524;"Room Service";32.0
"FB001749";"2026-01-26";"G01311";524;"Restaurant & Bar";87.0
"FB001750";"2026-01-26";"G01311";524;"Restaurant & Bar";37.0
"FB001751";"2026-04-04";"G01312";530;"Restaurant & Bar";76.0
"FB001752";"2026-04-03";"G01312";530;"Room Service";24.0
"FB001753";"2026-04-03";"G01312";530;"Restaurant & Bar";95.0
"FB001754";"2026-04-04";"G01312";530;"Breakfast";28.0
"FB001755";"2026-03-01";"G01313";425;"Breakfast";15.0
"FB001756";"2026-02-28";"G01313";425;"Restaurant & Bar";88.0
"FB001757";"2026-03-02";"G01313";425;"Room Service";64.0
"FB001758";"2026-03-01";"G01313";425;"Breakfast";11.0
"FB001759";"2026-06-25";"G01314";403;"Breakfast";11.0
"FB001760";"2026-06-27";"G01314";403;"Breakfast";11.0
"FB001761";"2026-04-30";"G01315";229;"Restaurant & Bar";40.0
"FB001762";"2026-01-22";"G01316";318;"Restaurant & Bar";21.0
"FB001763";"2026-01-20";"G01316";318;"Restaurant & Bar";21.0
"FB001764";"2026-02-24";"G01317";518;"Room Service";45.0
"FB001765";"2026-02-26";"G01319";328;"Restaurant & Bar";93.0
"FB001766";"2026-02-24";"G01319";328;"Room Service";40.0
"FB001767";"2026-01-09";"G01320";433;"Breakfast";18.0
"FB001768";"2026-04-12";"G01321";319;"Restaurant & Bar";95.0
"FB001769";"2026-04-11";"G01321";319;"Room Service";53.0
"FB001770";"2026-04-02";"G01323";219;"Restaurant & Bar";101.0
"FB001771";"2026-04-01";"G01323";219;"Breakfast";35.0
"FB001772";"2026-03-31";"G01323";219;"Room Service";75.0
"FB001773";"2026-03-31";"G01323";219;"Room Service";43.0
"FB001774";"2026-03-31";"G01323";219;"Restaurant & Bar";53.0
"FB001775";"2026-06-18";"G01328";222;"Restaurant & Bar";37.0
"FB001776";"2026-06-18";"G01328";222;"Breakfast";31.0
"FB001777";"2026-02-17";"G01330";224;"Room Service";34.0
"FB001778";"2026-04-16";"G01331";525;"Room Service";44.0
"FB001779";"2026-06-03";"G01332";515;"Breakfast";23.0
"FB001780";"2026-06-05";"G01332";515;"Breakfast";13.0
"FB001781";"2026-06-03";"G01332";515;"Room Service";44.0
"FB001782";"2026-06-02";"G01334";218;"Restaurant & Bar";56.0
"FB001783";"2026-06-02";"G01334";218;"Restaurant & Bar";112.0
"FB001784";"2026-06-03";"G01334";218;"Room Service";72.0
"FB001785";"2026-06-02";"G01334";218;"Breakfast";13.0
"FB001786";"2026-04-28";"G01335";518;"Restaurant & Bar";37.0
"FB001787";"2026-04-26";"G01335";518;"Restaurant & Bar";84.0
"FB001788";"2026-04-30";"G01335";518;"Breakfast";19.0
"FB001789";"2026-05-31";"G01338";332;"Breakfast";11.0
"FB001790";"2026-06-02";"G01338";332;"Breakfast";24.0
"FB001791";"2026-05-31";"G01338";332;"Breakfast";11.0
"FB001792";"2026-01-13";"G01339";419;"Breakfast";14.0
"FB001793";"2026-01-19";"G01343";316;"Room Service";35.0
"FB001794";"2026-01-19";"G01343";316;"Restaurant & Bar";72.0
"FB001795";"2026-02-03";"G01344";418;"Restaurant & Bar";49.0
"FB001796";"2026-02-01";"G01344";418;"Restaurant & Bar";66.0
"FB001797";"2026-06-06";"G01346";413;"Restaurant & Bar";29.0
"FB001798";"2026-04-21";"G01347";509;"Restaurant & Bar";88.0
"FB001799";"2026-04-23";"G01347";509;"Restaurant & Bar";92.0
"FB001800";"2026-01-28";"G01349";304;"Breakfast";35.0
"FB001801";"2026-02-27";"G01350";517;"Restaurant & Bar";81.0
"FB001802";"2026-02-27";"G01350";517;"Breakfast";34.0
"FB001803";"2026-02-26";"G01350";517;"Breakfast";22.0
"FB001804";"2026-05-19";"G01351";330;"Restaurant & Bar";109.0
"FB001805";"2026-05-20";"G01351";330;"Breakfast";22.0
"FB001806";"2026-05-18";"G01351";330;"Room Service";40.0
"FB001807";"2026-06-07";"G01355";302;"Restaurant & Bar";115.0
"FB001808";"2026-06-07";"G01355";302;"Breakfast";32.0
"FB001809";"2026-04-30";"G01356";334;"Restaurant & Bar";104.0
"FB001810";"2026-04-30";"G01356";334;"Breakfast";33.0
"FB001811";"2026-04-30";"G01356";334;"Restaurant & Bar";70.0
"FB001812";"2026-04-01";"G01357";307;"Restaurant & Bar";24.0
"FB001813";"2026-03-29";"G01357";307;"Breakfast";11.0
"FB001814";"2026-03-21";"G01358";516;"Breakfast";19.0
"FB001815";"2026-03-18";"G01358";516;"Room Service";63.0
"FB001816";"2026-03-18";"G01358";516;"Restaurant & Bar";56.0
"FB001817";"2026-03-19";"G01358";516;"Restaurant & Bar";37.0
"FB001818";"2026-06-07";"G01362";503;"Breakfast";21.0
"FB001819";"2026-06-09";"G01362";503;"Restaurant & Bar";24.0
"FB001820";"2026-06-09";"G01362";503;"Restaurant & Bar";23.0
"FB001821";"2026-06-16";"G01364";219;"Restaurant & Bar";70.0
"FB001822";"2026-04-19";"G01365";212;"Restaurant & Bar";35.0
"FB001823";"2026-04-20";"G01365";212;"Restaurant & Bar";73.0
"FB001824";"2026-05-30";"G01366";511;"Restaurant & Bar";34.0
"FB001825";"2026-05-30";"G01366";511;"Breakfast";18.0
"FB001826";"2026-03-29";"G01367";209;"Room Service";56.0
"FB001827";"2026-03-26";"G01367";209;"Room Service";21.0
"FB001828";"2026-03-28";"G01367";209;"Restaurant & Bar";78.0
"FB001829";"2026-02-11";"G01369";215;"Restaurant & Bar";82.0
"FB001830";"2026-04-30";"G01370";202;"Restaurant & Bar";64.0
"FB001831";"2026-02-23";"G01371";531;"Room Service";31.0
"FB001832";"2026-02-23";"G01371";531;"Restaurant & Bar";100.0
"FB001833";"2026-06-30";"G01372";528;"Restaurant & Bar";110.0
"FB001834";"2026-06-28";"G01372";528;"Room Service";72.0
"FB001835";"2026-05-15";"G01374";112;"Restaurant & Bar";98.0
"FB001836";"2026-01-30";"G01377";203;"Room Service";53.0
"FB001837";"2026-01-29";"G01377";203;"Room Service";52.0
"FB001838";"2026-02-01";"G01377";203;"Breakfast";15.0
"FB001839";"2026-02-01";"G01377";203;"Restaurant & Bar";91.0
"FB001840";"2026-01-28";"G01377";203;"Breakfast";28.0
"FB001841";"2026-01-05";"G01379";101;"Restaurant & Bar";115.0
"FB001842";"2026-01-05";"G01379";101;"Breakfast";24.0
"FB001843";"2026-06-01";"G01383";403;"Room Service";77.0
"FB001844";"2026-01-30";"G01385";333;"Restaurant & Bar";25.0
"FB001845";"2026-01-30";"G01385";333;"Restaurant & Bar";55.0
"FB001846";"2026-01-24";"G01387";326;"Room Service";57.0
"FB001847";"2026-01-25";"G01387";326;"Restaurant & Bar";32.0
"FB001848";"2026-02-27";"G01388";521;"Restaurant & Bar";84.0
"FB001849";"2026-02-12";"G01389";212;"Restaurant & Bar";101.0
"FB001850";"2026-04-30";"G01391";111;"Restaurant & Bar";41.0
"FB001851";"2026-04-26";"G01391";111;"Restaurant & Bar";31.0
"FB001852";"2026-05-06";"G01392";328;"Breakfast";28.0
"FB001853";"2026-05-05";"G01392";328;"Restaurant & Bar";97.0
"FB001854";"2026-05-06";"G01392";328;"Room Service";82.0
"FB001855";"2026-01-10";"G01393";512;"Breakfast";31.0
"FB001856";"2026-03-25";"G01394";522;"Restaurant & Bar";44.0
"FB001857";"2026-03-25";"G01394";522;"Breakfast";35.0
"FB001858";"2026-03-27";"G01394";522;"Restaurant & Bar";43.0
"FB001859";"2026-04-24";"G01397";132;"Restaurant & Bar";50.0
"FB001860";"2026-04-24";"G01397";132;"Restaurant & Bar";74.0
"FB001861";"2026-05-18";"G01398";412;"Room Service";76.0
"FB001862";"2026-04-08";"G01399";225;"Breakfast";18.0
"FB001863";"2026-06-14";"G01401";413;"Breakfast";22.0
"FB001864";"2026-05-04";"G01402";402;"Restaurant & Bar";108.0
"FB001865";"2026-05-04";"G01402";402;"Restaurant & Bar";78.0
"FB001866";"2026-05-03";"G01402";402;"Room Service";22.0
"FB001867";"2026-05-02";"G01402";402;"Restaurant & Bar";22.0
"FB001868";"2026-05-06";"G01405";310;"Breakfast";33.0
"FB001869";"2026-05-08";"G01405";310;"Breakfast";12.0
"FB001870";"2026-04-01";"G01407";333;"Breakfast";17.0
"FB001871";"2026-04-02";"G01407";333;"Restaurant & Bar";95.0
"FB001872";"2026-04-02";"G01407";333;"Breakfast";24.0
"FB001873";"2026-04-29";"G01408";422;"Room Service";18.0
"FB001874";"2026-04-29";"G01408";422;"Restaurant & Bar";84.0
"FB001875";"2026-04-30";"G01408";422;"Restaurant & Bar";74.0
"FB001876";"2026-04-29";"G01408";422;"Breakfast";16.0
"FB001877";"2026-02-07";"G01411";306;"Restaurant & Bar";64.0
"FB001878";"2026-02-09";"G01411";306;"Restaurant & Bar";66.0
"FB001879";"2026-06-29";"G01413";520;"Breakfast";33.0
"FB001880";"2026-03-16";"G01414";210;"Restaurant & Bar";96.0
"FB001881";"2026-03-26";"G01418";131;"Restaurant & Bar";91.0
"FB001882";"2026-03-26";"G01418";131;"Breakfast";28.0
"FB001883";"2026-03-26";"G01418";131;"Breakfast";19.0
"FB001884";"2026-03-31";"G01420";402;"Breakfast";30.0
"FB001885";"2026-06-10";"G01421";507;"Room Service";61.0
"FB001886";"2026-02-10";"G01422";330;"Restaurant & Bar";33.0
"FB001887";"2026-05-11";"G01423";516;"Breakfast";19.0
"FB001888";"2026-05-11";"G01423";516;"Breakfast";30.0
"FB001889";"2026-05-11";"G01423";516;"Breakfast";31.0
"FB001890";"2026-02-01";"G01425";311;"Restaurant & Bar";52.0
"FB001891";"2026-02-01";"G01425";311;"Breakfast";14.0
"FB001892";"2026-02-02";"G01425";311;"Restaurant & Bar";113.0
"FB001893";"2026-03-23";"G01426";324;"Restaurant & Bar";44.0
"FB001894";"2026-03-23";"G01426";324;"Breakfast";33.0
"FB001895";"2026-03-23";"G01426";324;"Restaurant & Bar";79.0
"FB001896";"2026-03-23";"G01426";324;"Breakfast";13.0
"FB001897";"2026-01-28";"G01430";234;"Breakfast";12.0
"FB001898";"2026-06-14";"G01432";301;"Restaurant & Bar";26.0
"FB001899";"2026-06-29";"G01433";109;"Restaurant & Bar";48.0
"FB001900";"2026-05-08";"G01434";117;"Restaurant & Bar";79.0
"FB001901";"2026-06-06";"G01435";225;"Room Service";64.0
"FB001902";"2026-06-07";"G01435";225;"Room Service";23.0
"FB001903";"2026-06-07";"G01435";225;"Restaurant & Bar";105.0
"FB001904";"2026-01-13";"G01438";325;"Restaurant & Bar";63.0
"FB001905";"2026-01-14";"G01440";519;"Restaurant & Bar";74.0
"FB001906";"2026-03-17";"G01441";108;"Restaurant & Bar";27.0
"FB001907";"2026-03-11";"G01441";108;"Restaurant & Bar";28.0
"FB001908";"2026-06-16";"G01442";109;"Room Service";47.0
"FB001909";"2026-06-15";"G01442";109;"Breakfast";27.0
"FB001910";"2026-06-29";"G01443";207;"Restaurant & Bar";109.0
"FB001911";"2026-06-29";"G01443";207;"Room Service";72.0
"FB001912";"2026-02-05";"G01444";423;"Breakfast";35.0
"FB001913";"2026-02-06";"G01444";423;"Room Service";45.0
"FB001914";"2026-02-07";"G01444";423;"Breakfast";31.0
"FB001915";"2026-02-07";"G01444";423;"Restaurant & Bar";38.0
"FB001916";"2026-02-05";"G01444";423;"Restaurant & Bar";53.0
"FB001917";"2026-01-29";"G01445";526;"Room Service";51.0
"FB001918";"2026-01-31";"G01445";526;"Breakfast";28.0
"FB001919";"2026-02-26";"G01447";325;"Breakfast";23.0
"FB001920";"2026-02-25";"G01447";325;"Restaurant & Bar";63.0
"FB001921";"2026-06-11";"G01450";532;"Restaurant & Bar";74.0
"FB001922";"2026-06-12";"G01450";532;"Breakfast";11.0
"FB001923";"2026-06-13";"G01450";532;"Breakfast";14.0
"FB001924";"2026-04-07";"G01455";226;"Room Service";58.0
"FB001925";"2026-04-07";"G01455";226;"Breakfast";27.0
"FB001926";"2026-04-07";"G01455";226;"Room Service";77.0
"FB001927";"2026-04-09";"G01455";226;"Restaurant & Bar";63.0
"FB001928";"2026-04-23";"G01457";503;"Restaurant & Bar";101.0
"FB001929";"2026-04-23";"G01457";503;"Room Service";16.0
"FB001930";"2026-04-25";"G01457";503;"Restaurant & Bar";113.0
"FB001931";"2026-01-06";"G01458";303;"Restaurant & Bar";31.0
"FB001932";"2026-01-08";"G01458";303;"Restaurant & Bar";67.0
"FB001933";"2026-01-04";"G01458";303;"Room Service";55.0
"FB001934";"2026-01-06";"G01458";303;"Room Service";25.0
"FB001935";"2026-06-08";"G01459";515;"Restaurant & Bar";99.0
"FB001936";"2026-05-12";"G01460";414;"Breakfast";30.0
"FB001937";"2026-05-12";"G01460";414;"Breakfast";10.0
"FB001938";"2026-01-13";"G01462";302;"Room Service";62.0
"FB001939";"2026-01-12";"G01462";302;"Breakfast";35.0
"FB001940";"2026-01-12";"G01462";302;"Breakfast";16.0
"FB001941";"2026-03-27";"G01463";222;"Restaurant & Bar";34.0
"FB001942";"2026-05-24";"G01466";331;"Restaurant & Bar";33.0
"FB001943";"2026-05-24";"G01466";331;"Breakfast";36.0
"FB001944";"2026-02-18";"G01468";134;"Restaurant & Bar";95.0
"FB001945";"2026-02-19";"G01468";134;"Restaurant & Bar";46.0
"FB001946";"2026-01-19";"G01469";502;"Restaurant & Bar";35.0
"FB001947";"2026-01-18";"G01469";502;"Breakfast";24.0
"FB001948";"2026-06-28";"G01470";328;"Restaurant & Bar";51.0
"FB001949";"2026-06-28";"G01470";328;"Restaurant & Bar";35.0
"FB001950";"2026-05-28";"G01471";308;"Restaurant & Bar";23.0
"FB001951";"2026-05-28";"G01471";308;"Breakfast";22.0
"FB001952";"2026-05-30";"G01471";308;"Room Service";42.0
"FB001953";"2026-01-04";"G01472";509;"Room Service";55.0
"FB001954";"2026-01-03";"G01472";509;"Restaurant & Bar";93.0
"FB001955";"2026-01-05";"G01472";509;"Room Service";72.0
"FB001956";"2026-05-09";"G01473";103;"Room Service";40.0
"FB001957";"2026-05-06";"G01473";103;"Room Service";51.0
"FB001958";"2026-01-18";"G01475";507;"Breakfast";17.0
"FB001959";"2026-01-12";"G01476";420;"Restaurant & Bar";54.0
"FB001960";"2026-01-14";"G01476";420;"Breakfast";12.0
"FB001961";"2026-01-14";"G01476";420;"Restaurant & Bar";18.0
"FB001962";"2026-01-20";"G01478";231;"Breakfast";29.0
"FB001963";"2026-01-21";"G01478";231;"Restaurant & Bar";104.0
"FB001964";"2026-01-21";"G01478";231;"Restaurant & Bar";58.0
"FB001965";"2026-01-20";"G01478";231;"Restaurant & Bar";61.0
"FB001966";"2026-01-22";"G01478";231;"Restaurant & Bar";75.0
"FB001967";"2026-03-15";"G01479";433;"Breakfast";24.0
"FB001968";"2026-03-17";"G01479";433;"Restaurant & Bar";50.0
"FB001969";"2026-03-17";"G01479";433;"Restaurant & Bar";21.0
"FB001970";"2026-01-20";"G01480";503;"Room Service";83.0
"FB001971";"2026-01-17";"G01480";503;"Restaurant & Bar";93.0
"FB001972";"2026-01-18";"G01480";503;"Room Service";76.0
"FB001973";"2026-05-31";"G01481";101;"Restaurant & Bar";43.0
"FB001974";"2026-05-31";"G01481";101;"Room Service";24.0
"FB001975";"2026-02-26";"G01482";533;"Restaurant & Bar";47.0
"FB001976";"2026-02-28";"G01482";533;"Room Service";25.0
"FB001977";"2026-02-28";"G01482";533;"Restaurant & Bar";50.0
"FB001978";"2026-02-25";"G01482";533;"Breakfast";33.0
"FB001979";"2026-06-06";"G01484";407;"Breakfast";29.0
"FB001980";"2026-06-06";"G01484";407;"Restaurant & Bar";46.0
"FB001981";"2026-06-07";"G01484";407;"Room Service";72.0
"FB001982";"2026-06-08";"G01484";407;"Restaurant & Bar";48.0
"FB001983";"2026-03-05";"G01485";316;"Breakfast";19.0
"FB001984";"2026-05-11";"G01486";210;"Restaurant & Bar";82.0
"FB001985";"2026-05-14";"G01486";210;"Restaurant & Bar";54.0
"FB001986";"2026-04-03";"G01489";111;"Room Service";39.0
"FB001987";"2026-05-13";"G01490";129;"Room Service";57.0
"FB001988";"2026-05-14";"G01490";129;"Room Service";35.0
"FB001989";"2026-04-10";"G01492";506;"Room Service";28.0
"FB001990";"2026-04-11";"G01492";506;"Room Service";38.0
"FB001991";"2026-01-26";"G01493";529;"Room Service";19.0
"FB001992";"2026-01-23";"G01493";529;"Restaurant & Bar";82.0
"FB001993";"2026-06-12";"G01495";411;"Restaurant & Bar";58.0
"FB001994";"2026-01-22";"G01498";428;"Restaurant & Bar";41.0
"FB001995";"2026-06-09";"G01499";329;"Breakfast";23.0
"FB001996";"2026-02-28";"G01500";227;"Restaurant & Bar";73.0
"FB001997";"2026-02-11";"G01501";221;"Restaurant & Bar";57.0
"FB001998";"2026-02-13";"G01501";221;"Restaurant & Bar";57.0
"FB001999";"2026-02-11";"G01501";221;"Restaurant & Bar";22.0
"FB002000";"2026-02-12";"G01501";221;"Room Service";54.0
"FB002001";"2026-04-05";"G01505";114;"Breakfast";13.0
"FB002002";"2026-03-10";"G01506";434;"Restaurant & Bar";94.0
"FB002003";"2026-04-23";"G01507";332;"Restaurant & Bar";48.0
"FB002004";"2026-04-13";"G01508";215;"Room Service";80.0
"FB002005";"2026-04-12";"G01508";215;"Restaurant & Bar";53.0
"FB002006";"2026-04-17";"G01508";215;"Room Service";76.0
"FB002007";"2026-04-15";"G01508";215;"Room Service";72.0
"FB002008";"2026-03-21";"G01509";412;"Restaurant & Bar";39.0
"FB002009";"2026-06-05";"G01510";207;"Restaurant & Bar";31.0
"FB002010";"2026-03-07";"G01512";121;"Breakfast";20.0
"FB002011";"2026-05-06";"G01513";517;"Restaurant & Bar";44.0
"FB002012";"2026-06-12";"G01517";303;"Breakfast";23.0
"FB002013";"2026-01-14";"G01518";414;"Room Service";78.0
"FB002014";"2026-01-16";"G01519";206;"Restaurant & Bar";35.0
"FB002015";"2026-01-08";"G01520";108;"Room Service";63.0
"FB002016";"2026-04-30";"G01521";332;"Restaurant & Bar";25.0
"FB002017";"2026-01-01";"G01523";505;"Breakfast";13.0
"FB002018";"2026-01-04";"G01523";505;"Room Service";66.0
"FB002019";"2026-01-04";"G01523";505;"Room Service";35.0
"FB002020";"2026-01-01";"G01523";505;"Breakfast";37.0
"FB002021";"2026-01-01";"G01523";505;"Restaurant & Bar";69.0
"FB002022";"2026-02-28";"G01525";308;"Restaurant & Bar";32.0
"FB002023";"2026-03-03";"G01525";308;"Breakfast";32.0
"FB002024";"2026-03-03";"G01525";308;"Room Service";84.0
"FB002025";"2026-03-25";"G01526";415;"Restaurant & Bar";78.0
"FB002026";"2026-03-25";"G01526";415;"Breakfast";21.0
"FB002027";"2026-03-24";"G01526";415;"Restaurant & Bar";19.0
"FB002028";"2026-03-25";"G01526";415;"Restaurant & Bar";61.0
"FB002029";"2026-03-02";"G01527";320;"Room Service";20.0
"FB002030";"2026-03-02";"G01527";320;"Restaurant & Bar";21.0
"FB002031";"2026-01-18";"G01528";128;"Restaurant & Bar";28.0
"FB002032";"2026-01-18";"G01528";128;"Breakfast";14.0
"FB002033";"2026-02-14";"G01531";321;"Restaurant & Bar";103.0
"FB002034";"2026-03-31";"G01533";413;"Room Service";50.0
"FB002035";"2026-03-31";"G01533";413;"Restaurant & Bar";74.0
"FB002036";"2026-03-30";"G01533";413;"Room Service";48.0
"FB002037";"2026-03-03";"G01534";526;"Breakfast";26.0
"FB002038";"2026-03-05";"G01534";526;"Restaurant & Bar";108.0
"FB002039";"2026-03-03";"G01534";526;"Room Service";59.0
"FB002040";"2026-05-02";"G01535";423;"Restaurant & Bar";22.0
"FB002041";"2026-05-02";"G01535";423;"Restaurant & Bar";53.0
"FB002042";"2026-02-22";"G01536";214;"Restaurant & Bar";65.0
"FB002043";"2026-06-20";"G01537";205;"Room Service";26.0
"FB002044";"2026-01-15";"G01538";506;"Restaurant & Bar";28.0
"FB002045";"2026-01-11";"G01538";506;"Breakfast";11.0
"FB002046";"2026-01-08";"G01540";401;"Room Service";30.0
"FB002047";"2026-04-28";"G01542";534;"Breakfast";20.0
"FB002048";"2026-04-28";"G01542";534;"Breakfast";30.0
"FB002049";"2026-04-29";"G01542";534;"Restaurant & Bar";42.0
"FB002050";"2026-05-10";"G01544";204;"Restaurant & Bar";98.0
"FB002051";"2026-06-01";"G01545";115;"Restaurant & Bar";47.0
"FB002052";"2026-06-23";"G01546";403;"Restaurant & Bar";107.0
"FB002053";"2026-04-04";"G01548";111;"Restaurant & Bar";94.0
"FB002054";"2026-04-21";"G01549";308;"Restaurant & Bar";106.0
"FB002055";"2026-04-17";"G01549";308;"Room Service";21.0
"FB002056";"2026-04-18";"G01549";308;"Breakfast";13.0
"FB002057";"2026-01-25";"G01551";103;"Restaurant & Bar";68.0
"FB002058";"2026-01-25";"G01551";103;"Breakfast";24.0
"FB002059";"2026-01-25";"G01551";103;"Restaurant & Bar";101.0
"FB002060";"2026-02-17";"G01552";209;"Restaurant & Bar";109.0
"FB002061";"2026-02-17";"G01552";209;"Restaurant & Bar";81.0
"FB002062";"2026-02-17";"G01552";209;"Room Service";48.0
"FB002063";"2026-01-31";"G01553";524;"Restaurant & Bar";54.0
"FB002064";"2026-02-02";"G01553";524;"Room Service";47.0
"FB002065";"2026-01-31";"G01553";524;"Restaurant & Bar";54.0
"FB002066";"2026-05-11";"G01554";404;"Room Service";64.0
"FB002067";"2026-05-11";"G01554";404;"Restaurant & Bar";78.0
"FB002068";"2026-05-10";"G01554";404;"Room Service";65.0
"FB002069";"2026-05-11";"G01554";404;"Restaurant & Bar";110.0
"FB002070";"2026-05-11";"G01554";404;"Restaurant & Bar";81.0
"FB002071";"2026-01-30";"G01559";325;"Room Service";74.0
"FB002072";"2026-01-30";"G01559";325;"Restaurant & Bar";70.0
"FB002073";"2026-06-29";"G01560";207;"Restaurant & Bar";112.0
"FB002074";"2026-02-03";"G01561";415;"Room Service";16.0
"FB002075";"2026-02-04";"G01561";415;"Breakfast";30.0
"FB002076";"2026-01-31";"G01561";415;"Restaurant & Bar";57.0
"FB002077";"2026-03-19";"G01563";108;"Restaurant & Bar";42.0
"FB002078";"2026-02-15";"G01564";310;"Restaurant & Bar";95.0
"FB002079";"2026-02-17";"G01564";310;"Room Service";17.0
"FB002080";"2026-02-26";"G01566";127;"Restaurant & Bar";60.0
"FB002081";"2026-02-27";"G01566";127;"Restaurant & Bar";43.0
"FB002082";"2026-02-27";"G01566";127;"Breakfast";26.0
"FB002083";"2026-02-28";"G01567";312;"Room Service";64.0
"FB002084";"2026-03-22";"G01568";118;"Restaurant & Bar";33.0
"FB002085";"2026-03-21";"G01568";118;"Restaurant & Bar";79.0
"FB002086";"2026-03-21";"G01568";118;"Restaurant & Bar";109.0
"FB002087";"2026-03-20";"G01570";331;"Restaurant & Bar";71.0
"FB002088";"2026-01-16";"G01571";407;"Breakfast";36.0
"FB002089";"2026-01-12";"G01571";407;"Breakfast";12.0
"FB002090";"2026-01-15";"G01571";407;"Restaurant & Bar";58.0
"FB002091";"2026-01-12";"G01571";407;"Restaurant & Bar";47.0
"FB002092";"2026-06-01";"G01572";516;"Restaurant & Bar";30.0
"FB002093";"2026-05-31";"G01572";516;"Restaurant & Bar";51.0
"FB002094";"2026-06-18";"G01574";112;"Restaurant & Bar";66.0
"FB002095";"2026-06-17";"G01574";112;"Restaurant & Bar";92.0
"FB002096";"2026-06-19";"G01574";112;"Breakfast";27.0
"FB002097";"2026-05-13";"G01575";207;"Room Service";26.0
"FB002098";"2026-03-24";"G01576";516;"Restaurant & Bar";24.0
"FB002099";"2026-03-25";"G01576";516;"Restaurant & Bar";36.0
"FB002100";"2026-03-25";"G01576";516;"Restaurant & Bar";36.0
"FB002101";"2026-03-25";"G01576";516;"Breakfast";11.0
"FB002102";"2026-03-23";"G01576";516;"Restaurant & Bar";64.0
"FB002103";"2026-01-07";"G01577";231;"Restaurant & Bar";108.0
"FB002104";"2026-01-06";"G01577";231;"Breakfast";37.0
"FB002105";"2026-01-08";"G01577";231;"Restaurant & Bar";106.0
"FB002106";"2026-01-08";"G01577";231;"Room Service";53.0
"FB002107";"2026-02-14";"G01578";406;"Room Service";18.0
