"guest_id";"room_number";"checkout_date";"checkout_status";"unpaid_amount";"disputed_amount"
"G01318";519;"2026-06-20";"Paid";0.0;0.0
"G01319";328;"2026-02-26";"Paid";0.0;0.0
"G01320";433;"2026-01-11";"Paid";0.0;0.0
"G01321";319;"2026-04-12";"Paid";0.0;0.0
"G01322";222;"2026-04-04";"Paid";0.0;0.0
"G01323";219;"2026-04-02";"Paid";0.0;0.0
"G01324";419;"2026-05-31";"Unpaid";34.93;0.0
"G01325";509;"2026-05-18";"Paid";0.0;0.0
"G01326";510;"2026-06-02";"Paid";0.0;0.0
"G01327";111;"2026-03-27";"Paid";0.0;0.0
"G01328";222;"2026-06-20";"Paid";0.0;0.0
"G01329";328;"2026-05-02";"Paid";0.0;0.0
"G01330";224;"2026-02-22";"Unpaid";14.89;0.0
"G01331";525;"2026-04-19";"Paid";0.0;0.0
"G01332";515;"2026-06-06";"Disputed";65.37;65.37
"G01333";225;"2026-06-30";"Paid";0.0;0.0
"G01334";218;"2026-06-03";"Paid";0.0;0.0
"G01335";518;"2026-04-30";"Paid";0.0;0.0
"G01336";411;"2026-01-17";"Paid";0.0;0.0
"G01337";505;"2026-01-12";"Paid";0.0;0.0
"G01338";332;"2026-06-03";"Disputed";35.7;35.7
"G01339";419;"2026-01-14";"Unpaid";10.9;0.0
"G01340";518;"2026-04-01";"Paid";0.0;0.0
"G01341";434;"2026-03-29";"Paid";0.0;0.0
"G01342";424;"2026-03-29";"Paid";0.0;0.0
"G01343";316;"2026-01-20";"Unpaid";76.67;0.0
"G01344";418;"2026-02-03";"Unpaid";89.81;0.0
"G01345";129;"2026-06-18";"Paid";0.0;0.0
"G01346";413;"2026-06-09";"Paid";0.0;0.0
"G01347";509;"2026-04-23";"Unpaid";22.74;0.0
"G01348";117;"2026-06-13";"Paid";0.0;0.0
"G01349";304;"2026-01-29";"Paid";0.0;0.0
"G01350";517;"2026-02-27";"Paid";0.0;0.0
"G01351";330;"2026-05-20";"Paid";0.0;0.0
"G01352";228;"2026-02-12";"Paid";0.0;0.0
"G01353";432;"2026-03-18";"Paid";0.0;0.0
"G01354";223;"2026-03-19";"Paid";0.0;0.0
"G01355";302;"2026-06-08";"Paid";0.0;0.0
"G01356";334;"2026-04-30";"Paid";0.0;0.0
"G01357";307;"2026-04-01";"Disputed";24.09;24.09
"G01358";516;"2026-03-21";"Paid";0.0;0.0
"G01359";514;"2026-04-01";"Paid";0.0;0.0
"G01360";327;"2026-03-04";"Paid";0.0;0.0
"G01361";121;"2026-03-04";"Paid";0.0;0.0
"G01362";503;"2026-06-10";"Paid";0.0;0.0
"G01363";223;"2026-05-26";"Paid";0.0;0.0
"G01364";219;"2026-06-17";"Paid";0.0;0.0
"G01365";212;"2026-04-20";"Paid";0.0;0.0
"G01366";511;"2026-05-30";"Paid";0.0;0.0
"G01367";209;"2026-03-29";"Unpaid";64.79;0.0
"G01368";115;"2026-03-31";"Paid";0.0;0.0
"G01369";215;"2026-02-12";"Unpaid";45.11;0.0
"G01370";202;"2026-05-02";"Unpaid";63.11;0.0
"G01371";531;"2026-02-25";"Paid";0.0;0.0
"G01372";528;"2026-06-30";"Paid";0.0;0.0
"G01373";217;"2026-06-03";"Paid";0.0;0.0
"G01374";112;"2026-05-15";"Paid";0.0;0.0
"G01375";416;"2026-02-13";"Paid";0.0;0.0
"G01376";524;"2026-02-25";"Paid";0.0;0.0
"G01377";203;"2026-02-01";"Paid";0.0;0.0
"G01378";423;"2026-02-01";"Paid";0.0;0.0
"G01379";101;"2026-01-05";"Disputed";0.0;66.77
"G01380";402;"2026-06-24";"Paid";0.0;0.0
"G01381";505;"2026-06-13";"Paid";0.0;0.0
"G01382";506;"2026-04-10";"Paid";0.0;0.0
"G01383";403;"2026-06-02";"Paid";0.0;0.0
"G01384";213;"2026-03-08";"Paid";0.0;0.0
"G01385";333;"2026-01-30";"Disputed";17.61;17.61
"G01386";130;"2026-06-15";"Paid";0.0;0.0
"G01387";326;"2026-01-26";"Paid";0.0;0.0
"G01388";521;"2026-02-28";"Paid";0.0;0.0
"G01389";212;"2026-02-12";"Paid";0.0;0.0
"G01390";531;"2026-06-03";"Paid";0.0;0.0
"G01391";111;"2026-05-01";"Paid";0.0;0.0
"G01392";328;"2026-05-06";"Disputed";0.0;122.62
"G01393";512;"2026-01-11";"Paid";0.0;0.0
"G01394";522;"2026-03-27";"Disputed";32.81;32.81
"G01395";502;"2026-06-27";"Paid";0.0;0.0
"G01396";112;"2026-05-01";"Paid";0.0;0.0
"G01397";132;"2026-04-24";"Unpaid";110.61;0.0
"G01398";412;"2026-05-18";"Paid";0.0;0.0
"G01399";225;"2026-04-10";"Paid";0.0;0.0
"G01400";310;"2026-05-22";"Paid";0.0;0.0
"G01401";413;"2026-06-14";"Paid";0.0;0.0
"G01402";402;"2026-05-04";"Unpaid";95.38;0.0
"G01403";207;"2026-03-13";"Paid";0.0;0.0
"G01404";122;"2026-03-24";"Paid";0.0;0.0
"G01405";310;"2026-05-11";"Paid";0.0;0.0
"G01406";122;"2026-01-11";"Paid";0.0;0.0
"G01407";333;"2026-04-04";"Paid";0.0;0.0
"G01408";422;"2026-04-30";"Paid";0.0;0.0
"G01409";408;"2026-04-27";"Paid";0.0;0.0
"G01410";514;"2026-01-05";"Paid";0.0;0.0
"G01411";306;"2026-02-09";"Paid";0.0;0.0
"G01412";332;"2026-01-07";"Paid";0.0;0.0
"G01413";520;"2026-06-30";"Disputed";18.89;18.89
"G01414";210;"2026-03-17";"Paid";0.0;0.0
"G01415";427;"2026-04-05";"Paid";0.0;0.0
"G01416";434;"2026-03-03";"Paid";0.0;0.0
"G01417";202;"2026-03-27";"Paid";0.0;0.0
"G01418";131;"2026-03-28";"Disputed";88.37;88.37
"G01419";113;"2026-05-23";"Paid";0.0;0.0
"G01420";402;"2026-04-02";"Paid";0.0;0.0
"G01421";507;"2026-06-12";"Paid";0.0;0.0
"G01422";330;"2026-02-11";"Paid";0.0;0.0
"G01423";516;"2026-05-12";"Disputed";24.05;24.05
"G01424";422;"2026-02-20";"Paid";0.0;0.0
"G01425";311;"2026-02-02";"Paid";0.0;0.0
"G01426";324;"2026-03-26";"Paid";0.0;0.0
"G01427";122;"2026-01-19";"Paid";0.0;0.0
"G01428";206;"2026-01-08";"Paid";0.0;0.0
"G01429";321;"2026-05-08";"Paid";0.0;0.0
"G01430";234;"2026-01-29";"Paid";0.0;0.0
"G01431";317;"2026-01-28";"Paid";0.0;0.0
"G01432";301;"2026-06-17";"Paid";0.0;0.0
"G01433";109;"2026-06-30";"Paid";0.0;0.0
"G01434";117;"2026-05-11";"Paid";0.0;0.0
"G01435";225;"2026-06-08";"Paid";0.0;0.0
"G01436";334;"2026-02-08";"Paid";0.0;0.0
"G01437";521;"2026-04-04";"Paid";0.0;0.0
"G01438";325;"2026-01-14";"Paid";0.0;0.0
"G01439";323;"2026-03-23";"Paid";0.0;0.0
"G01440";519;"2026-01-14";"Paid";0.0;0.0
"G01441";108;"2026-03-18";"Paid";0.0;0.0
"G01442";109;"2026-06-18";"Unpaid";48.62;0.0
"G01443";207;"2026-06-30";"Paid";0.0;0.0
"G01444";423;"2026-02-07";"Paid";0.0;0.0
"G01445";526;"2026-02-01";"Unpaid";59.73;0.0
"G01446";123;"2026-04-14";"Paid";0.0;0.0
"G01447";325;"2026-02-28";"Unpaid";50.5;0.0
"G01448";125;"2026-02-18";"Paid";0.0;0.0
"G01449";107;"2026-03-04";"Paid";0.0;0.0
"G01450";532;"2026-06-13";"Unpaid";48.22;0.0
"G01451";432;"2026-02-27";"Paid";0.0;0.0
"G01452";312;"2026-05-02";"Paid";0.0;0.0
"G01453";431;"2026-05-12";"Paid";0.0;0.0
"G01454";413;"2026-05-12";"Paid";0.0;0.0
"G01455";226;"2026-04-10";"Paid";0.0;0.0
"G01456";417;"2026-06-25";"Paid";0.0;0.0
"G01457";503;"2026-04-27";"Paid";0.0;0.0
"G01458";303;"2026-01-08";"Paid";0.0;0.0
"G01459";515;"2026-06-09";"Paid";0.0;0.0
"G01460";414;"2026-05-13";"Paid";0.0;0.0
"G01461";107;"2026-03-17";"Paid";0.0;0.0
"G01462";302;"2026-01-13";"Paid";0.0;0.0
"G01463";222;"2026-03-28";"Paid";0.0;0.0
"G01464";324;"2026-06-28";"Paid";0.0;0.0
"G01465";313;"2026-03-08";"Paid";0.0;0.0
"G01466";331;"2026-05-26";"Paid";0.0;0.0
"G01467";327;"2026-04-25";"Paid";0.0;0.0
"G01468";134;"2026-02-20";"Paid";0.0;0.0
"G01469";502;"2026-01-19";"Paid";0.0;0.0
"G01470";328;"2026-06-30";"Paid";0.0;0.0
"G01471";308;"2026-05-30";"Paid";0.0;0.0
"G01472";509;"2026-01-06";"Paid";0.0;0.0
"G01473";103;"2026-05-10";"Paid";0.0;0.0
"G01474";308;"2026-04-25";"Paid";0.0;0.0
"G01475";507;"2026-01-22";"Paid";0.0;0.0
"G01476";420;"2026-01-14";"Disputed";15.34;15.34
"G01477";405;"2026-06-30";"Paid";0.0;0.0
"G01478";231;"2026-01-22";"Paid";0.0;0.0
"G01479";433;"2026-03-17";"Unpaid";64.85;0.0
"G01480";503;"2026-01-20";"Paid";0.0;0.0
"G01481";101;"2026-06-02";"Paid";0.0;0.0
"G01482";533;"2026-03-01";"Paid";0.0;0.0
"G01483";533;"2026-02-24";"Paid";0.0;0.0
"G01484";407;"2026-06-09";"Paid";0.0;0.0
"G01485";316;"2026-03-07";"Paid";0.0;0.0
"G01486";210;"2026-05-16";"Paid";0.0;0.0
"G01487";507;"2026-03-08";"Paid";0.0;0.0
"G01488";232;"2026-02-23";"Paid";0.0;0.0
"G01489";111;"2026-04-04";"Paid";0.0;0.0
"G01490";129;"2026-05-14";"Paid";0.0;0.0
"G01491";408;"2026-03-01";"Paid";0.0;0.0
"G01492";506;"2026-04-11";"Disputed";54.97;54.97
"G01493";529;"2026-01-27";"Paid";0.0;0.0
"G01494";234;"2026-02-10";"Paid";0.0;0.0
"G01495";411;"2026-06-17";"Paid";0.0;0.0
"G01496";107;"2026-02-16";"Paid";0.0;0.0
"G01497";331;"2026-05-26";"Paid";0.0;0.0
"G01498";428;"2026-01-22";"Paid";0.0;0.0
"G01499";329;"2026-06-09";"Paid";0.0;0.0
"G01500";227;"2026-03-03";"Unpaid";67.54;0.0
"G01501";221;"2026-02-13";"Unpaid";104.69;0.0
"G01502";312;"2026-06-04";"Paid";0.0;0.0
"G01503";226;"2026-01-26";"Paid";0.0;0.0
"G01504";528;"2026-06-25";"Paid";0.0;0.0
"G01505";114;"2026-04-07";"Paid";0.0;0.0
"G01506";434;"2026-03-10";"Paid";0.0;0.0
"G01507";332;"2026-04-24";"Paid";0.0;0.0
"G01508";215;"2026-04-18";"Paid";0.0;0.0
"G01509";412;"2026-03-22";"Paid";0.0;0.0
"G01510";207;"2026-06-05";"Unpaid";20.9;0.0
"G01511";227;"2026-03-29";"Paid";0.0;0.0
"G01512";121;"2026-03-09";"Paid";0.0;0.0
"G01513";517;"2026-05-08";"Paid";0.0;0.0
"G01514";131;"2026-03-17";"Paid";0.0;0.0
"G01515";424;"2026-02-23";"Paid";0.0;0.0
"G01516";224;"2026-02-03";"Paid";0.0;0.0
"G01517";303;"2026-06-13";"Paid";0.0;0.0
"G01518";414;"2026-01-14";"Paid";0.0;0.0
"G01519";206;"2026-01-17";"Paid";0.0;0.0
"G01520";108;"2026-01-10";"Unpaid";14.51;0.0
"G01521";332;"2026-04-30";"Unpaid";15.32;0.0
"G01522";533;"2026-04-04";"Paid";0.0;0.0
"G01523";505;"2026-01-04";"Paid";0.0;0.0
"G01524";421;"2026-02-09";"Paid";0.0;0.0
"G01525";308;"2026-03-03";"Unpaid";135.81;0.0
"G01526";415;"2026-03-25";"Paid";0.0;0.0
"G01527";320;"2026-03-03";"Paid";0.0;0.0
"G01528";128;"2026-01-20";"Paid";0.0;0.0
"G01529";315;"2026-01-25";"Paid";0.0;0.0
"G01530";518;"2026-05-24";"Paid";0.0;0.0
"G01531";321;"2026-02-18";"Disputed";61.97;61.97
"G01532";416;"2026-04-18";"Paid";0.0;0.0
"G01533";413;"2026-04-03";"Paid";0.0;0.0
"G01534";526;"2026-03-05";"Paid";0.0;0.0
"G01535";423;"2026-05-03";"Paid";0.0;0.0
"G01536";214;"2026-02-24";"Paid";0.0;0.0
"G01537";205;"2026-06-21";"Paid";0.0;0.0
"G01538";506;"2026-01-17";"Paid";0.0;0.0
"G01539";226;"2026-04-03";"Paid";0.0;0.0
"G01540";401;"2026-01-11";"Paid";0.0;0.0
"G01541";504;"2026-06-21";"Paid";0.0;0.0
"G01542";534;"2026-04-29";"Paid";0.0;0.0
"G01543";511;"2026-03-06";"Paid";0.0;0.0
"G01544";204;"2026-05-12";"Unpaid";43.59;0.0
"G01545";115;"2026-06-03";"Paid";0.0;0.0
"G01546";403;"2026-06-24";"Paid";0.0;0.0
"G01547";204;"2026-06-26";"Paid";0.0;0.0
"G01548";111;"2026-04-08";"Paid";0.0;0.0
"G01549";308;"2026-04-21";"Paid";0.0;0.0
"G01550";134;"2026-06-04";"Paid";0.0;0.0
"G01551";103;"2026-01-27";"Paid";0.0;0.0
"G01552";209;"2026-02-18";"Paid";0.0;0.0
"G01553";524;"2026-02-02";"Paid";0.0;0.0
"G01554";404;"2026-05-11";"Paid";0.0;0.0
"G01555";321;"2026-01-12";"Paid";0.0;0.0
"G01556";321;"2026-06-13";"Paid";0.0;0.0
"G01557";330;"2026-04-29";"Paid";0.0;0.0
"G01558";421;"2026-02-03";"Paid";0.0;0.0
"G01559";325;"2026-01-31";"Paid";0.0;0.0
"G01560";207;"2026-06-30";"Paid";0.0;0.0
"G01561";415;"2026-02-05";"Paid";0.0;0.0
"G01562";205;"2026-05-30";"Paid";0.0;0.0
"G01563";108;"2026-03-19";"Paid";0.0;0.0
"G01564";310;"2026-02-17";"Paid";0.0;0.0
"G01565";332;"2026-03-11";"Paid";0.0;0.0
"G01566";127;"2026-02-27";"Disputed";31.81;31.81
"G01567";312;"2026-02-28";"Unpaid";32.43;0.0
"G01568";118;"2026-03-22";"Paid";0.0;0.0
"G01569";233;"2026-04-11";"Paid";0.0;0.0
"G01570";331;"2026-03-22";"Disputed";46.93;46.93
"G01571";407;"2026-01-16";"Paid";0.0;0.0
"G01572";516;"2026-06-01";"Paid";0.0;0.0
"G01573";201;"2026-03-25";"Paid";0.0;0.0
"G01574";112;"2026-06-19";"Paid";0.0;0.0
"G01575";207;"2026-05-15";"Paid";0.0;0.0
"G01576";516;"2026-03-27";"Paid";0.0;0.0
"G01577";231;"2026-01-09";"Paid";0.0;0.0
"G01578";406;"2026-02-17";"Paid";0.0;0.0
"G01579";522;"2026-01-31";"Paid";0.0;0.0
"G01580";507;"2026-04-25";"Paid";0.0;0.0
"G01581";313;"2026-05-12";"Paid";0.0;0.0
"G01582";530;"2026-06-08";"Paid";0.0;0.0
"G01583";227;"2026-06-09";"Paid";0.0;0.0
"G01584";314;"2026-06-09";"Paid";0.0;0.0
"G01585";215;"2026-01-30";"Paid";0.0;0.0
"G01586";514;"2026-04-17";"Paid";0.0;0.0
"G01587";520;"2026-06-09";"Paid";0.0;0.0
"G01588";224;"2026-02-06";"Disputed";18.56;18.56
"G01589";512;"2026-04-30";"Paid";0.0;0.0
"G01590";311;"2026-03-19";"Paid";0.0;0.0
"G01591";303;"2026-05-02";"Unpaid";15.12;0.0
"G01592";233;"2026-02-16";"Paid";0.0;0.0
"G01593";316;"2026-06-30";"Paid";0.0;0.0
"G01594";211;"2026-03-24";"Paid";0.0;0.0
"G01595";529;"2026-04-08";"Paid";0.0;0.0
"G01596";530;"2026-02-21";"Paid";0.0;0.0
"G01597";417;"2026-03-07";"Paid";0.0;0.0
"G01598";331;"2026-02-12";"Unpaid";52.7;0.0
"G01599";524;"2026-02-26";"Paid";0.0;0.0
"G01600";220;"2026-01-19";"Disputed";103.21;103.21
"G01601";522;"2026-01-08";"Paid";0.0;0.0
"G01602";529;"2026-03-01";"Paid";0.0;0.0
"G01603";415;"2026-03-20";"Disputed";0.0;21.49
"G01604";212;"2026-05-29";"Paid";0.0;0.0
"G01605";123;"2026-03-10";"Paid";0.0;0.0
"G01606";109;"2026-06-18";"Paid";0.0;0.0
"G01607";432;"2026-03-29";"Paid";0.0;0.0
"G01608";111;"2026-05-09";"Paid";0.0;0.0
"G01609";532;"2026-05-05";"Paid";0.0;0.0
"G01610";512;"2026-02-18";"Paid";0.0;0.0
"G01611";301;"2026-06-27";"Paid";0.0;0.0
"G01612";208;"2026-03-03";"Paid";0.0;0.0
"G01613";311;"2026-05-05";"Paid";0.0;0.0
"G01614";201;"2026-05-23";"Paid";0.0;0.0
"G01615";327;"2026-03-18";"Disputed";103.47;103.47
"G01616";516;"2026-05-27";"Paid";0.0;0.0
"G01617";532;"2026-01-17";"Paid";0.0;0.0
"G01618";427;"2026-02-28";"Paid";0.0;0.0
"G01619";102;"2026-04-08";"Paid";0.0;0.0
"G01620";103;"2026-06-23";"Paid";0.0;0.0
"G01621";507;"2026-05-12";"Paid";0.0;0.0
"G01622";203;"2026-02-20";"Paid";0.0;0.0
"G01623";323;"2026-01-04";"Paid";0.0;0.0
"G01624";505;"2026-03-08";"Paid";0.0;0.0
"G01625";518;"2026-05-10";"Paid";0.0;0.0
"G01626";102;"2026-06-26";"Paid";0.0;0.0
"G01627";428;"2026-03-19";"Paid";0.0;0.0
"G01628";120;"2026-05-22";"Paid";0.0;0.0
"G01629";421;"2026-01-17";"Paid";0.0;0.0
"G01630";122;"2026-05-12";"Paid";0.0;0.0
"G01631";403;"2026-03-18";"Paid";0.0;0.0
"G01632";228;"2026-04-10";"Paid";0.0;0.0
"G01633";112;"2026-04-27";"Paid";0.0;0.0
"G01634";425;"2026-01-15";"Disputed";113.98;113.98
"G01635";408;"2026-01-11";"Paid";0.0;0.0
"G01636";331;"2026-02-13";"Paid";0.0;0.0
"G01637";206;"2026-02-17";"Paid";0.0;0.0
"G01638";226;"2026-02-14";"Unpaid";18.41;0.0
"G01639";527;"2026-03-04";"Paid";0.0;0.0
"G01640";411;"2026-04-06";"Paid";0.0;0.0
"G01641";309;"2026-04-20";"Paid";0.0;0.0
"G01642";509;"2026-06-22";"Paid";0.0;0.0
"G01643";330;"2026-03-22";"Paid";0.0;0.0
"G01644";327;"2026-06-14";"Paid";0.0;0.0
"G01645";302;"2026-03-30";"Paid";0.0;0.0
"G01646";230;"2026-04-24";"Unpaid";44.27;0.0
"G01647";101;"2026-03-29";"Paid";0.0;0.0
"G01648";118;"2026-02-22";"Disputed";46.1;46.1
"G01649";113;"2026-06-04";"Paid";0.0;0.0
"G01650";402;"2026-06-02";"Paid";0.0;0.0
"G01651";508;"2026-06-10";"Paid";0.0;0.0
"G01652";505;"2026-03-18";"Paid";0.0;0.0
"G01653";432;"2026-04-26";"Disputed";0.0;34.01
"G01654";533;"2026-01-27";"Paid";0.0;0.0
"G01655";120;"2026-01-17";"Paid";0.0;0.0
"G01656";114;"2026-03-20";"Unpaid";47.99;0.0
"G01657";102;"2026-01-21";"Paid";0.0;0.0
"G01658";101;"2026-03-01";"Paid";0.0;0.0
"G01659";434;"2026-06-30";"Paid";0.0;0.0
"G01660";233;"2026-06-15";"Paid";0.0;0.0
"G01661";430;"2026-05-10";"Paid";0.0;0.0
"G01662";201;"2026-05-07";"Paid";0.0;0.0
"G01663";408;"2026-06-02";"Paid";0.0;0.0
"G01664";219;"2026-02-22";"Paid";0.0;0.0
"G01665";127;"2026-03-25";"Paid";0.0;0.0
"G01666";120;"2026-05-14";"Paid";0.0;0.0
"G01667";324;"2026-04-17";"Paid";0.0;0.0
"G01668";121;"2026-01-29";"Paid";0.0;0.0
"G01669";512;"2026-06-19";"Paid";0.0;0.0
"G01670";505;"2026-01-26";"Paid";0.0;0.0
"G01671";201;"2026-03-06";"Paid";0.0;0.0
"G01672";429;"2026-04-04";"Unpaid";33.52;0.0
"G01673";511;"2026-04-10";"Paid";0.0;0.0
"G01674";222;"2026-05-10";"Paid";0.0;0.0
"G01675";217;"2026-06-30";"Paid";0.0;0.0
"G01676";427;"2026-01-11";"Paid";0.0;0.0
"G01677";413;"2026-02-09";"Paid";0.0;0.0
"G01678";125;"2026-03-10";"Paid";0.0;0.0
"G01679";304;"2026-02-14";"Unpaid";71.36;0.0
"G01680";130;"2026-03-18";"Paid";0.0;0.0
"G01681";423;"2026-03-23";"Paid";0.0;0.0
"G01682";514;"2026-04-09";"Paid";0.0;0.0
"G01683";415;"2026-02-27";"Paid";0.0;0.0
"G01684";405;"2026-02-17";"Unpaid";77.38;0.0
"G01685";534;"2026-05-05";"Paid";0.0;0.0
"G01686";225;"2026-06-11";"Paid";0.0;0.0
"G01687";323;"2026-03-14";"Paid";0.0;0.0
"G01688";519;"2026-03-01";"Paid";0.0;0.0
"G01689";205;"2026-04-12";"Paid";0.0;0.0
"G01690";401;"2026-06-26";"Unpaid";25.07;0.0
"G01691";215;"2026-01-15";"Paid";0.0;0.0
"G01692";204;"2026-05-14";"Paid";0.0;0.0
"G01693";420;"2026-03-30";"Paid";0.0;0.0
"G01694";114;"2026-04-21";"Unpaid";312.35;0.0
"G01695";410;"2026-04-16";"Paid";0.0;0.0
"G01696";513;"2026-02-08";"Paid";0.0;0.0
"G01697";215;"2026-01-23";"Paid";0.0;0.0
"G01698";413;"2026-06-16";"Unpaid";141.63;0.0
"G01699";505;"2026-05-09";"Paid";0.0;0.0
"G01700";234;"2026-03-08";"Paid";0.0;0.0
"G01701";127;"2026-06-16";"Paid";0.0;0.0
"G01702";218;"2026-05-22";"Paid";0.0;0.0
"G01703";106;"2026-03-09";"Paid";0.0;0.0
"G01704";128;"2026-02-06";"Paid";0.0;0.0
"G01705";327;"2026-01-11";"Paid";0.0;0.0
"G01706";511;"2026-05-15";"Paid";0.0;0.0
"G01707";129;"2026-05-25";"Paid";0.0;0.0
"G01708";202;"2026-06-05";"Paid";0.0;0.0
"G01709";211;"2026-06-11";"Paid";0.0;0.0
"G01710";507;"2026-02-07";"Paid";0.0;0.0
"G01711";420;"2026-02-12";"Disputed";81.58;81.58
"G01712";122;"2026-04-19";"Paid";0.0;0.0
"G01713";509;"2026-01-18";"Paid";0.0;0.0
"G01714";501;"2026-01-25";"Unpaid";139.94;0.0
"G01715";121;"2026-05-28";"Paid";0.0;0.0
"G01716";412;"2026-02-22";"Paid";0.0;0.0
"G01717";402;"2026-04-25";"Paid";0.0;0.0
"G01718";522;"2026-03-08";"Paid";0.0;0.0
"G01719";501;"2026-01-10";"Paid";0.0;0.0
"G01720";113;"2026-06-17";"Paid";0.0;0.0
"G01721";126;"2026-05-24";"Paid";0.0;0.0
"G01722";124;"2026-03-31";"Paid";0.0;0.0
"G01723";317;"2026-02-09";"Paid";0.0;0.0
"G01724";408;"2026-05-29";"Unpaid";72.59;0.0
"G01725";409;"2026-04-06";"Paid";0.0;0.0
"G01726";107;"2026-02-10";"Disputed";82.37;82.37
"G01727";110;"2026-05-20";"Paid";0.0;0.0
"G01728";111;"2026-01-29";"Paid";0.0;0.0
"G01729";229;"2026-03-22";"Paid";0.0;0.0
"G01730";221;"2026-02-24";"Unpaid";313.66;0.0
"G01731";509;"2026-02-18";"Paid";0.0;0.0
"G01732";309;"2026-05-12";"Paid";0.0;0.0
"G01733";220;"2026-01-15";"Paid";0.0;0.0
"G01734";133;"2026-06-30";"Paid";0.0;0.0
"G01735";131;"2026-05-17";"Paid";0.0;0.0
"G01736";308;"2026-04-06";"Paid";0.0;0.0
"G01737";505;"2026-04-12";"Paid";0.0;0.0
"G01738";506;"2026-05-19";"Paid";0.0;0.0
"G01739";432;"2026-06-27";"Paid";0.0;0.0
"G01740";415;"2026-05-21";"Paid";0.0;0.0
"G01741";119;"2026-01-26";"Paid";0.0;0.0
"G01742";512;"2026-02-23";"Paid";0.0;0.0
"G01743";515;"2026-06-30";"Unpaid";24.07;0.0
"G01744";533;"2026-06-30";"Paid";0.0;0.0
"G01745";432;"2026-01-31";"Paid";0.0;0.0
"G01746";324;"2026-04-15";"Paid";0.0;0.0
"G01747";525;"2026-04-26";"Paid";0.0;0.0
"G01748";120;"2026-06-17";"Paid";0.0;0.0
"G01749";106;"2026-03-04";"Paid";0.0;0.0
"G01750";508;"2026-03-22";"Paid";0.0;0.0
"G01751";309;"2026-06-30";"Paid";0.0;0.0
"G01752";306;"2026-04-13";"Disputed";54.73;54.73
"G01753";204;"2026-06-08";"Paid";0.0;0.0
"G01754";119;"2026-06-18";"Paid";0.0;0.0
"G01755";528;"2026-05-21";"Paid";0.0;0.0
"G01756";405;"2026-02-20";"Paid";0.0;0.0
"G01757";407;"2026-02-05";"Unpaid";73.61;0.0
"G01758";213;"2026-06-02";"Paid";0.0;0.0
"G01759";515;"2026-01-17";"Paid";0.0;0.0
"G01760";317;"2026-03-16";"Paid";0.0;0.0
"G01761";103;"2026-05-31";"Paid";0.0;0.0
"G01762";401;"2026-05-19";"Paid";0.0;0.0
"G01763";110;"2026-05-15";"Paid";0.0;0.0
"G01764";226;"2026-03-12";"Disputed";55.07;55.07
"G01765";212;"2026-01-10";"Paid";0.0;0.0
"G01766";303;"2026-01-11";"Paid";0.0;0.0
"G01767";216;"2026-06-22";"Paid";0.0;0.0
"G01768";516;"2026-04-25";"Paid";0.0;0.0
"G01769";118;"2026-06-04";"Paid";0.0;0.0
"G01770";510;"2026-01-27";"Unpaid";39.06;0.0
"G01771";408;"2026-03-20";"Paid";0.0;0.0
"G01772";522;"2026-05-22";"Paid";0.0;0.0
"G01773";404;"2026-03-01";"Paid";0.0;0.0
"G01774";127;"2026-06-24";"Unpaid";20.1;0.0
"G01775";211;"2026-03-13";"Paid";0.0;0.0
"G01776";521;"2026-04-10";"Paid";0.0;0.0
"G01777";411;"2026-01-19";"Paid";0.0;0.0
"G01778";125;"2026-02-21";"Paid";0.0;0.0
"G01779";415;"2026-02-19";"Paid";0.0;0.0
"G01780";419;"2026-01-19";"Paid";0.0;0.0
"G01781";126;"2026-06-24";"Unpaid";17.46;0.0
"G01782";325;"2026-03-22";"Paid";0.0;0.0
"G01783";314;"2026-01-08";"Paid";0.0;0.0
"G01784";402;"2026-05-18";"Paid";0.0;0.0
"G01785";203;"2026-02-21";"Disputed";0.0;58.73
"G01786";414;"2026-03-15";"Paid";0.0;0.0
"G01787";127;"2026-05-21";"Paid";0.0;0.0
"G01788";231;"2026-06-05";"Disputed";98.27;98.27
"G01789";122;"2026-04-26";"Paid";0.0;0.0
"G01790";511;"2026-03-19";"Unpaid";43.97;0.0
"G01791";527;"2026-06-25";"Paid";0.0;0.0
"G01792";309;"2026-02-10";"Unpaid";12.78;0.0
"G01793";107;"2026-02-08";"Disputed";20.32;20.32
"G01794";133;"2026-06-25";"Paid";0.0;0.0
"G01795";105;"2026-03-18";"Paid";0.0;0.0
"G01796";217;"2026-02-14";"Paid";0.0;0.0
"G01797";422;"2026-03-27";"Paid";0.0;0.0
"G01798";217;"2026-02-20";"Paid";0.0;0.0
"G01799";316;"2026-03-11";"Disputed";26.58;26.58
"G01800";512;"2026-02-07";"Paid";0.0;0.0
"G01801";102;"2026-06-30";"Paid";0.0;0.0
"G01802";206;"2026-06-08";"Paid";0.0;0.0
"G01803";305;"2026-05-02";"Paid";0.0;0.0
"G01804";431;"2026-01-11";"Paid";0.0;0.0
"G01805";326;"2026-03-05";"Paid";0.0;0.0
"G01806";104;"2026-01-27";"Paid";0.0;0.0
"G01807";330;"2026-06-07";"Paid";0.0;0.0
"G01808";231;"2026-06-24";"Paid";0.0;0.0
"G01809";231;"2026-03-16";"Paid";0.0;0.0
"G01810";518;"2026-05-26";"Paid";0.0;0.0
"G01811";327;"2026-05-20";"Paid";0.0;0.0
